,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
4470,302918139,Ceferino Gil,Arcos Estevez,ceferino.arcos@hotmail.com,M,963997508,25/9/1998,24,Inactivo,Sin gratuidad,Soltero/a,a6ee73b2-74f4-11ed-8c78-0242ac1c000c
4471,168844537,Cosme Urbano,Quirós Diaz,cosme.quirós@hotmail.com,M,954904713,21/6/1988,34,Inactivo,Gratuidad,Soltero/a,a6ee745c-74f4-11ed-8c78-0242ac1c000c
4472,2437130729,Octavia Mireia,Montaña Arana,octavia.montaña@hotmail.com,F,952619965,4/4/2006,16,Activo,Gratuidad,Casado/a,a6ee74fc-74f4-11ed-8c78-0242ac1c000c
4473,2042028121,Marina María Teresa,Castellanos Bosch,marina.castellanos@hotmail.com,F,990071547,8/6/1999,23,Activo,Gratuidad,Soltero/a,a6ee75a6-74f4-11ed-8c78-0242ac1c000c
4474,462730398,Martin Adelardo,Navarrete Cepeda,martin.navarrete@hotmail.com,M,918006218,3/7/1985,37,Inactivo,Sin gratuidad,Soltero/a,a6ee7646-74f4-11ed-8c78-0242ac1c000c
4475,550454429,Marcia Asunción,Fuente Escalona,marcia.fuente@hotmail.com,F,936799130,11/4/2005,17,Activo,Gratuidad,Union Libre,a6ee76e6-74f4-11ed-8c78-0242ac1c000c
4476,701713488,Carmela Isabel,Zabala Isern,carmela.zabala@hotmail.com,F,945632007,30/1/1994,28,Inactivo,Gratuidad,Viudo/a,a6ee7786-74f4-11ed-8c78-0242ac1c000c
4477,419235895,Ileana Delia,Campillo Vara,ileana.campillo@hotmail.com,F,965551656,7/8/1993,29,Activo,Gratuidad,Union Libre,a6ee7826-74f4-11ed-8c78-0242ac1c000c
4478,1875702791,Elvira Charo,Piñeiro Rodríguez,elvira.piñeiro@hotmail.com,F,912440700,8/2/1994,28,Inactivo,Sin gratuidad,Casado/a,a6ee78c6-74f4-11ed-8c78-0242ac1c000c
4479,1232576855,Chelo Bernarda,Escrivá Peiró,chelo.escrivá@hotmail.com,F,990810563,21/8/1999,23,Activo,Gratuidad,Viudo/a,a6ee7970-74f4-11ed-8c78-0242ac1c000c
4480,1834957175,Lilia Manola,Rico Guardia,lilia.rico@hotmail.com,F,922749879,29/11/1998,24,Activo,Gratuidad,Viudo/a,a6ee7a10-74f4-11ed-8c78-0242ac1c000c
4481,316013127,Isaac Florencio,Torrens Marcos,isaac.torrens@hotmail.com,M,982719146,29/5/1985,37,Inactivo,Gratuidad,Casado/a,a6ee7aa6-74f4-11ed-8c78-0242ac1c000c
4482,1994469281,Amando Vinicio,Ferrándiz Vives,amando.ferrándiz@hotmail.com,M,927603518,29/10/1993,29,Activo,Perdida gratuidad temporal,Soltero/a,a6ee7b50-74f4-11ed-8c78-0242ac1c000c
4483,1907788259,Gonzalo Mariano,Iborra Domínguez,gonzalo.iborra@hotmail.com,M,984878118,2/12/1990,32,Inactivo,Gratuidad,Divorciado,a6ee7bf0-74f4-11ed-8c78-0242ac1c000c
4484,2051698211,Judith Pía,Arana Arana,judith.arana@hotmail.com,F,922740890,8/6/1987,35,Inactivo,Gratuidad,Union Libre,a6ee7d62-74f4-11ed-8c78-0242ac1c000c
4485,1346313158,María Luisa Andrea,Sandoval Tur,maría luisa.sandoval@hotmail.com,F,946806428,16/7/1994,28,Activo,Perdida gratuidad temporal,Casado/a,a6ee7e20-74f4-11ed-8c78-0242ac1c000c
4486,1720560546,Alma Macarena,Quevedo Serra,alma.quevedo@hotmail.com,F,989557161,2/3/1983,39,Inactivo,Gratuidad,Union Libre,a6ee7ec0-74f4-11ed-8c78-0242ac1c000c
4487,238160797,Dimas Fortunato,Calvo Acero,dimas.calvo@hotmail.com,M,900796740,11/8/1983,39,Inactivo,Gratuidad,Soltero/a,a6ee7f56-74f4-11ed-8c78-0242ac1c000c
4488,1870101182,Aitana Marta,Baños Luís,aitana.baños@hotmail.com,F,900457197,27/1/1991,31,Inactivo,Gratuidad,Union Libre,a6ee800a-74f4-11ed-8c78-0242ac1c000c
4489,283638629,Gloria Zaira,Gomila Raya,gloria.gomila@hotmail.com,F,928660686,24/1/1983,39,Inactivo,Perdida gratuidad temporal,Union Libre,a6ee80b4-74f4-11ed-8c78-0242ac1c000c
4490,2093755936,Amílcar Marciano,Ordóñez Capdevila,amílcar.ordóñez@hotmail.com,M,929947587,16/8/1993,29,Inactivo,Gratuidad,Soltero/a,a6ee815e-74f4-11ed-8c78-0242ac1c000c
4491,1314435557,Cayetano Reyes,Blazquez Blanca,cayetano.blazquez@hotmail.com,M,978390697,2/3/1981,41,Inactivo,Gratuidad,Casado/a,a6ee8208-74f4-11ed-8c78-0242ac1c000c
4492,1675416631,Violeta Dorotea,Viana Royo,violeta.viana@hotmail.com,F,939500814,17/11/2000,22,Inactivo,Sin gratuidad,Casado/a,a6ee82b2-74f4-11ed-8c78-0242ac1c000c
4493,374551718,Visitación Eligia,Bartolomé Lucena,visitación.bartolomé@hotmail.com,F,968837900,30/3/1996,26,Inactivo,Sin gratuidad,Casado/a,a6ee8352-74f4-11ed-8c78-0242ac1c000c
4494,709363589,Anselma Maite,Corbacho Valls,anselma.corbacho@hotmail.com,F,990139253,14/4/2000,22,Activo,Sin gratuidad,Divorciado,a6ee83fc-74f4-11ed-8c78-0242ac1c000c
4495,552669654,Amaro Pascual,Ibáñez Blasco,amaro.ibáñez@hotmail.com,M,994908806,25/3/2005,17,Activo,Perdida gratuidad temporal,Union Libre,a6ee84a6-74f4-11ed-8c78-0242ac1c000c
4496,540859803,Rosalía Nayara,Tapia Murillo,rosalía.tapia@hotmail.com,F,990376640,18/1/2000,22,Activo,Perdida gratuidad temporal,Divorciado,a6ee8578-74f4-11ed-8c78-0242ac1c000c
4497,1611437766,Juliana Paca,Olmo Yáñez,juliana.olmo@hotmail.com,F,966179187,6/5/1981,41,Inactivo,Perdida gratuidad temporal,Casado/a,a6ee8618-74f4-11ed-8c78-0242ac1c000c
4498,1357181446,Jenaro Heliodoro,Perera Serrano,jenaro.perera@hotmail.com,M,978828824,27/9/2003,19,Activo,Gratuidad,Viudo/a,a6ee86c2-74f4-11ed-8c78-0242ac1c000c
4499,870354314,Rogelio Ciríaco,Company Puente,rogelio.company@hotmail.com,M,974000844,21/1/1984,38,Inactivo,Perdida gratuidad temporal,Soltero/a,a6ee8762-74f4-11ed-8c78-0242ac1c000c
4500,109460126,Leocadia Celia,Pinedo Lasa,leocadia.pinedo@hotmail.com,F,968725403,9/6/1993,29,Activo,Perdida gratuidad temporal,Union Libre,a6ee880c-74f4-11ed-8c78-0242ac1c000c
4501,238613243,Isidoro Sancho,Carnero Lastra,isidoro.carnero@hotmail.com,M,943908414,12/11/1998,24,Inactivo,Perdida gratuidad temporal,Soltero/a,a6ee88ac-74f4-11ed-8c78-0242ac1c000c
4502,918687558,Lina Ariadna,Rovira Frutos,lina.rovira@hotmail.com,F,956392101,30/12/1998,23,Inactivo,Gratuidad,Divorciado,a6ee894c-74f4-11ed-8c78-0242ac1c000c
4503,933564200,Isabel Ascensión,Exposito Leiva,isabel.exposito@hotmail.com,F,930757328,29/3/2002,20,Inactivo,Sin gratuidad,Divorciado,a6ee89e2-74f4-11ed-8c78-0242ac1c000c
4504,1807946199,Casandra Micaela,Camps Asensio,casandra.camps@hotmail.com,F,968506909,13/12/2004,17,Inactivo,Gratuidad,Union Libre,a6ee8a8c-74f4-11ed-8c78-0242ac1c000c
4505,2488502590,César Lucio,Peinado Aparicio,césar.peinado@hotmail.com,M,989421444,21/7/1980,42,Inactivo,Perdida gratuidad temporal,Divorciado,a6ee8b2c-74f4-11ed-8c78-0242ac1c000c
4506,844032745,Félix Jerónimo,Galindo Galan,félix.galindo@hotmail.com,M,939957343,22/2/1990,32,Inactivo,Gratuidad,Soltero/a,a6ee8bd6-74f4-11ed-8c78-0242ac1c000c
4507,2213080858,Rosenda Diana,Madrid Galvez,rosenda.madrid@hotmail.com,F,970390743,21/11/1981,41,Inactivo,Gratuidad,Casado/a,a6ee8c80-74f4-11ed-8c78-0242ac1c000c
4508,1585861581,Prudencia Otilia,Amaya Chico,prudencia.amaya@hotmail.com,F,940357245,29/11/2001,21,Inactivo,Perdida gratuidad temporal,Divorciado,a6ee8d34-74f4-11ed-8c78-0242ac1c000c
4509,1437987078,Porfirio Luis Miguel,Arias Puig,porfirio.arias@hotmail.com,M,921590430,13/9/1981,41,Inactivo,Perdida gratuidad temporal,Union Libre,a6ee8dde-74f4-11ed-8c78-0242ac1c000c
4510,173939850,Flor Adora,Mas Palomar,flor.mas@hotmail.com,F,901607169,4/11/1982,40,Activo,Sin gratuidad,Divorciado,a6ee8e92-74f4-11ed-8c78-0242ac1c000c
4511,1895427095,Victoria Sonia,Batalla Castillo,victoria.batalla@hotmail.com,F,970524773,15/7/1991,31,Activo,Perdida gratuidad temporal,Viudo/a,a6ee8f46-74f4-11ed-8c78-0242ac1c000c
4512,1794943928,Cristian Hipólito,Riera Ayala,cristian.riera@hotmail.com,M,992497263,12/4/1987,35,Inactivo,Gratuidad,Casado/a,a6ee8ff0-74f4-11ed-8c78-0242ac1c000c
4513,972111519,Adelardo Gerardo,Romero Valderrama,adelardo.romero@hotmail.com,M,929652052,17/2/1992,30,Inactivo,Gratuidad,Casado/a,a6ee909a-74f4-11ed-8c78-0242ac1c000c
4514,642652121,Amador Fulgencio,Guillén Montenegro,amador.guillén@hotmail.com,M,910184529,4/9/1992,30,Inactivo,Perdida gratuidad temporal,Union Libre,a6ee9144-74f4-11ed-8c78-0242ac1c000c
4515,2183425148,Zaira Milagros,Bru Benito,zaira.bru@hotmail.com,F,909045298,18/5/2004,18,Activo,Gratuidad,Union Libre,a6ee91f8-74f4-11ed-8c78-0242ac1c000c
4516,1584387568,Pascual Victoriano,Aguado Cabañas,pascual.aguado@hotmail.com,M,992385616,29/1/2001,21,Activo,Perdida gratuidad temporal,Union Libre,a6ee92a2-74f4-11ed-8c78-0242ac1c000c
4517,1381184849,Adoración Raquel,Robledo Gimenez,adoración.robledo@hotmail.com,F,939578552,13/1/1983,39,Inactivo,Perdida gratuidad temporal,Casado/a,a6ee939c-74f4-11ed-8c78-0242ac1c000c
4518,698360654,Lucio Natalio,Pujadas Rosa,lucio.pujadas@hotmail.com,M,900327350,19/11/1981,41,Activo,Perdida gratuidad temporal,Viudo/a,a6ee9446-74f4-11ed-8c78-0242ac1c000c
4519,2356506873,Jordi Faustino,Luján Olivera,jordi.luján@hotmail.com,M,956382681,16/5/2001,21,Inactivo,Perdida gratuidad temporal,Viudo/a,a6ee94fa-74f4-11ed-8c78-0242ac1c000c
4520,1910269278,Narciso Arturo,Corbacho Canals,narciso.corbacho@hotmail.com,M,944636785,21/3/1987,35,Inactivo,Sin gratuidad,Divorciado,a6ee95a4-74f4-11ed-8c78-0242ac1c000c
4521,2098551934,Malena Rosalva,Gisbert Gomis,malena.gisbert@hotmail.com,F,974682314,27/6/1992,30,Activo,Perdida gratuidad temporal,Viudo/a,a6ee964e-74f4-11ed-8c78-0242ac1c000c
4522,2101933001,Eutimio Baldomero,Cabezas Pomares,eutimio.cabezas@hotmail.com,M,977790290,8/3/2005,17,Activo,Gratuidad,Union Libre,a6ee9702-74f4-11ed-8c78-0242ac1c000c
4523,266172530,Calixto Gabriel,Carnero Ortega,calixto.carnero@hotmail.com,M,981092327,27/4/1980,42,Inactivo,Sin gratuidad,Viudo/a,a6ee97b6-74f4-11ed-8c78-0242ac1c000c
4524,578767972,Flavio Jonatan,Font Rocamora,flavio.font@hotmail.com,M,939522191,17/10/2006,16,Inactivo,Sin gratuidad,Casado/a,a6ee9860-74f4-11ed-8c78-0242ac1c000c
4525,1422259546,Albert Florencio,Montenegro Figueras,albert.montenegro@hotmail.com,M,987499578,30/8/2004,18,Activo,Sin gratuidad,Divorciado,a6ee9f4a-74f4-11ed-8c78-0242ac1c000c
4526,1558019490,Dulce Luisa,Nuñez Segarra,dulce.nuñez@hotmail.com,F,947124784,31/1/1997,25,Activo,Sin gratuidad,Casado/a,a6eea076-74f4-11ed-8c78-0242ac1c000c
4527,1610986519,Ariel Salvador,Amores Alcalde,ariel.amores@hotmail.com,M,981732117,15/6/2000,22,Activo,Perdida gratuidad temporal,Casado/a,a6eea12a-74f4-11ed-8c78-0242ac1c000c
4528,2359053775,Carolina Manola,Vara Reina,carolina.vara@hotmail.com,F,963058889,13/2/1991,31,Inactivo,Perdida gratuidad temporal,Divorciado,a6eea1de-74f4-11ed-8c78-0242ac1c000c
4529,2133460582,Vilma Ágata,Romero Martin,vilma.romero@hotmail.com,F,940631720,15/5/1988,34,Activo,Gratuidad,Viudo/a,a6eea29c-74f4-11ed-8c78-0242ac1c000c
4530,1663532015,Danilo Gonzalo,Andrade Zamorano,danilo.andrade@hotmail.com,M,918281483,5/12/1997,25,Activo,Perdida gratuidad temporal,Soltero/a,a6eea350-74f4-11ed-8c78-0242ac1c000c
4531,2323864021,Candelario Chucho,Losada Albero,candelario.losada@hotmail.com,M,966752657,23/1/2001,21,Activo,Sin gratuidad,Divorciado,a6eea5bc-74f4-11ed-8c78-0242ac1c000c
4532,2213526435,Azeneth Encarnacion,Serra Marcos,azeneth.serra@hotmail.com,F,924084271,20/6/1980,42,Inactivo,Sin gratuidad,Viudo/a,a6eea67a-74f4-11ed-8c78-0242ac1c000c
4533,2136141853,Gaspar Santos,Ordóñez Redondo,gaspar.ordóñez@hotmail.com,M,906940601,21/6/1995,27,Activo,Gratuidad,Divorciado,a6eea724-74f4-11ed-8c78-0242ac1c000c
4534,1854399535,Sara Sarita,Moll Blázquez,sara.moll@hotmail.com,F,980346962,18/8/1996,26,Inactivo,Sin gratuidad,Soltero/a,a6eea7ce-74f4-11ed-8c78-0242ac1c000c
4535,509872580,Mariano Saturnino,Camps Farré,mariano.camps@hotmail.com,M,920833235,5/3/1993,29,Inactivo,Gratuidad,Casado/a,a6eea878-74f4-11ed-8c78-0242ac1c000c
4536,1851432547,Chema Prudencio,Bustos Antúnez,chema.bustos@hotmail.com,M,943473804,23/4/1989,33,Activo,Gratuidad,Divorciado,a6eea95e-74f4-11ed-8c78-0242ac1c000c
4537,2026764650,Arsenio Curro,Lastra Bellido,arsenio.lastra@hotmail.com,M,908475172,21/8/1982,40,Inactivo,Sin gratuidad,Viudo/a,a6eeaa12-74f4-11ed-8c78-0242ac1c000c
4538,1605404426,Íñigo León,Ballester Carrasco,íñigo.ballester@hotmail.com,M,930301755,20/11/1980,42,Inactivo,Sin gratuidad,Casado/a,a6eeaabc-74f4-11ed-8c78-0242ac1c000c
4539,2044907365,Amílcar Evaristo,Sosa Viana,amílcar.sosa@hotmail.com,M,967652859,16/7/1990,32,Activo,Gratuidad,Soltero/a,a6eeab70-74f4-11ed-8c78-0242ac1c000c
4540,1787137123,Valentín Seve,Baquero Espejo,valentín.baquero@hotmail.com,M,940522073,18/11/1996,26,Activo,Sin gratuidad,Soltero/a,a6eeac1a-74f4-11ed-8c78-0242ac1c000c
4541,236447316,Soledad Macarena,Aguilera Lloret,soledad.aguilera@hotmail.com,F,944974555,28/12/2005,16,Activo,Perdida gratuidad temporal,Divorciado,a6eeacba-74f4-11ed-8c78-0242ac1c000c
4542,2009907157,Valerio Hernando,Rivas Goicoechea,valerio.rivas@hotmail.com,M,969977613,11/11/2003,19,Inactivo,Gratuidad,Soltero/a,a6eead64-74f4-11ed-8c78-0242ac1c000c
4543,2201484845,Reyes Maricruz,Cifuentes Torre,reyes.cifuentes@hotmail.com,F,929205648,9/11/1990,32,Inactivo,Perdida gratuidad temporal,Union Libre,a6eeae0e-74f4-11ed-8c78-0242ac1c000c
4544,1145464699,Roldán Amor,Nicolau Ramón,roldán.nicolau@hotmail.com,M,968903890,25/11/1996,26,Inactivo,Perdida gratuidad temporal,Casado/a,a6eeaeb8-74f4-11ed-8c78-0242ac1c000c
4545,1827710695,Estrella Chelo,Huertas Ayuso,estrella.huertas@hotmail.com,F,954247797,1/9/1988,34,Activo,Perdida gratuidad temporal,Viudo/a,a6eeaf62-74f4-11ed-8c78-0242ac1c000c
4546,2018131394,Haroldo Narciso,Rodrigo Vélez,haroldo.rodrigo@hotmail.com,M,987547122,6/7/2003,19,Inactivo,Sin gratuidad,Viudo/a,a6eeb00c-74f4-11ed-8c78-0242ac1c000c
4547,990311716,Josefa Florentina,Echeverría Agullo,josefa.echeverría@hotmail.com,F,955602148,11/7/1998,24,Activo,Perdida gratuidad temporal,Union Libre,a6eeb0b6-74f4-11ed-8c78-0242ac1c000c
4548,456463016,Susanita Gisela,Méndez Egea,susanita.méndez@hotmail.com,F,930443813,1/4/1998,24,Inactivo,Sin gratuidad,Viudo/a,a6eeb160-74f4-11ed-8c78-0242ac1c000c
4549,2335654261,Andrea Guadalupe,Armengol Escalona,andrea.armengol@hotmail.com,F,912318688,16/11/1987,35,Activo,Sin gratuidad,Viudo/a,a6eeb200-74f4-11ed-8c78-0242ac1c000c
4550,1388093097,Alberto Florentino,Quero Echevarría,alberto.quero@hotmail.com,M,967947914,19/1/1998,24,Activo,Perdida gratuidad temporal,Union Libre,a6eeb2aa-74f4-11ed-8c78-0242ac1c000c
4551,913397976,Juan José Edmundo,Dominguez Montenegro,juan josé.dominguez@hotmail.com,M,964283577,25/2/2003,19,Inactivo,Gratuidad,Divorciado,a6eeb34a-74f4-11ed-8c78-0242ac1c000c
4552,386027652,Bautista Lisandro,Guijarro Arnal,bautista.guijarro@hotmail.com,M,975113106,4/1/1996,26,Inactivo,Gratuidad,Casado/a,a6eeb3f4-74f4-11ed-8c78-0242ac1c000c
4553,1160525321,Gonzalo Ulises,Higueras Manuel,gonzalo.higueras@hotmail.com,M,931073824,15/9/1984,38,Activo,Perdida gratuidad temporal,Divorciado,a6eeb494-74f4-11ed-8c78-0242ac1c000c
4554,604967845,María Del Carmen Coral,Espada Poza,maría del carmen.espada@hotmail.com,F,935718501,3/6/1995,27,Activo,Perdida gratuidad temporal,Viudo/a,a6eeb53e-74f4-11ed-8c78-0242ac1c000c
4555,621735043,Renato Adelardo,Pastor Camino,renato.pastor@hotmail.com,M,908228714,18/10/2006,16,Activo,Sin gratuidad,Viudo/a,a6eeb5e8-74f4-11ed-8c78-0242ac1c000c
4556,2420139541,María Carmen Anunciación,Galván Pujadas,maría carmen.galván@hotmail.com,F,918404195,8/6/1982,40,Activo,Perdida gratuidad temporal,Casado/a,a6eeb688-74f4-11ed-8c78-0242ac1c000c
4557,268429831,Isidora Teodora,Guitart Montesinos,isidora.guitart@hotmail.com,F,981841666,20/7/1986,36,Activo,Perdida gratuidad temporal,Casado/a,a6eeb728-74f4-11ed-8c78-0242ac1c000c
4558,701465060,Domitila Mirta,Hierro Abascal,domitila.hierro@hotmail.com,F,976249176,29/7/2006,16,Inactivo,Sin gratuidad,Union Libre,a6eeb7c8-74f4-11ed-8c78-0242ac1c000c
4559,136974030,Leyre Elena,Andrés Donaire,leyre.andrés@hotmail.com,F,917444678,3/2/1987,35,Inactivo,Sin gratuidad,Union Libre,a6eeb8a4-74f4-11ed-8c78-0242ac1c000c
4560,2459140356,Estela Fernanda,Gallego Solano,estela.gallego@hotmail.com,F,974557889,9/6/2005,17,Inactivo,Gratuidad,Viudo/a,a6eeb94e-74f4-11ed-8c78-0242ac1c000c
4561,1062688890,Calixta Sarita,Santana Baños,calixta.santana@hotmail.com,F,917247418,2/5/1998,24,Inactivo,Gratuidad,Soltero/a,a6eeb9f8-74f4-11ed-8c78-0242ac1c000c
4562,1037052578,Marisa María Fernanda,Amador Medina,marisa.amador@hotmail.com,F,907975668,7/11/1991,31,Activo,Sin gratuidad,Divorciado,a6eebafc-74f4-11ed-8c78-0242ac1c000c
4563,1707470973,Mariano Armando,Nogueira Requena,mariano.nogueira@hotmail.com,M,963083487,21/2/2001,21,Inactivo,Gratuidad,Viudo/a,a6eebb9c-74f4-11ed-8c78-0242ac1c000c
4564,526693629,Tiburcio Fausto,Llopis Solano,tiburcio.llopis@hotmail.com,M,940179014,19/2/1980,42,Activo,Perdida gratuidad temporal,Union Libre,a6eebc46-74f4-11ed-8c78-0242ac1c000c
4565,2271075456,Lázaro Paco,Ávila Vallejo,lázaro.ávila@hotmail.com,M,960582606,24/2/1987,35,Activo,Perdida gratuidad temporal,Union Libre,a6eebcf0-74f4-11ed-8c78-0242ac1c000c
4566,745445577,Claudio Jose Luis,Córdoba Landa,claudio.córdoba@hotmail.com,M,917466602,18/2/1987,35,Activo,Sin gratuidad,Soltero/a,a6eebd9a-74f4-11ed-8c78-0242ac1c000c
4567,170753978,Jerónimo Rufino,Cid Bermúdez,jerónimo.cid@hotmail.com,M,991606059,31/5/1990,32,Activo,Gratuidad,Divorciado,a6eebe44-74f4-11ed-8c78-0242ac1c000c
4568,566412362,Emelina Nuria,Arévalo Cortes,emelina.arévalo@hotmail.com,F,983360049,16/11/1998,24,Inactivo,Perdida gratuidad temporal,Union Libre,a6eebee4-74f4-11ed-8c78-0242ac1c000c
4569,301600621,Eric Félix,Mena Buendía,eric.mena@hotmail.com,M,969515411,4/12/1980,42,Inactivo,Sin gratuidad,Casado/a,a6eebf98-74f4-11ed-8c78-0242ac1c000c
4570,1645066259,Matías Artemio,Mayol Chacón,matías.mayol@hotmail.com,M,958608074,19/3/1990,32,Activo,Perdida gratuidad temporal,Casado/a,a6eec038-74f4-11ed-8c78-0242ac1c000c
4571,2155085454,Vasco Godofredo,Soriano Pedrosa,vasco.soriano@hotmail.com,M,968890172,2/9/1981,41,Activo,Sin gratuidad,Union Libre,a6eec0ec-74f4-11ed-8c78-0242ac1c000c
4572,1698847730,Rodolfo Vicente,Miró Gual,rodolfo.miró@hotmail.com,M,995630436,30/7/1998,24,Inactivo,Sin gratuidad,Union Libre,a6eec196-74f4-11ed-8c78-0242ac1c000c
4573,1744719661,Anunciación Sofía,Caballero Sala,anunciación.caballero@hotmail.com,F,990972074,14/5/1998,24,Activo,Gratuidad,Soltero/a,a6eec240-74f4-11ed-8c78-0242ac1c000c
4574,1647928244,Juan Amador,Ribera Hierro,juan.ribera@hotmail.com,M,962828779,19/5/1996,26,Inactivo,Gratuidad,Divorciado,a6eec39e-74f4-11ed-8c78-0242ac1c000c
4575,2037240058,Evita Elisabet,Aliaga Benitez,evita.aliaga@hotmail.com,F,925551666,13/8/1997,25,Activo,Gratuidad,Soltero/a,a6eec466-74f4-11ed-8c78-0242ac1c000c
4576,1910629553,Maxi Petrona,Cazorla Esparza,maxi.cazorla@hotmail.com,F,928001409,25/6/1983,39,Inactivo,Gratuidad,Union Libre,a6eec510-74f4-11ed-8c78-0242ac1c000c
4577,2238465889,Luís Dani,Plaza Palma,luís.plaza@hotmail.com,M,990138976,13/6/1984,38,Inactivo,Perdida gratuidad temporal,Casado/a,a6eec5c4-74f4-11ed-8c78-0242ac1c000c
4578,1658119300,Gracia Fanny,Checa Rueda,gracia.checa@hotmail.com,F,930547165,16/11/1991,31,Activo,Gratuidad,Viudo/a,a6eec66e-74f4-11ed-8c78-0242ac1c000c
4579,2191647611,María Pilar Rita,Porcel Valls,maría pilar.porcel@hotmail.com,F,953097212,3/9/1983,39,Activo,Sin gratuidad,Divorciado,a6eec718-74f4-11ed-8c78-0242ac1c000c
4580,1588432976,Alexandra Petrona,Campos Miralles,alexandra.campos@hotmail.com,F,971710860,28/6/2002,20,Inactivo,Perdida gratuidad temporal,Casado/a,a6eec7b8-74f4-11ed-8c78-0242ac1c000c
4581,2439562379,Encarnita Ignacia,Rubio Herranz,encarnita.rubio@hotmail.com,F,964194649,24/11/2002,20,Activo,Sin gratuidad,Viudo/a,a6eec862-74f4-11ed-8c78-0242ac1c000c
4582,856370078,Rosario Carmina,Rovira Andrade,rosario.rovira@hotmail.com,F,931739760,19/10/2000,22,Inactivo,Sin gratuidad,Union Libre,a6eec90c-74f4-11ed-8c78-0242ac1c000c
4583,927893596,Fidela Lidia,Estevez Aragonés,fidela.estevez@hotmail.com,F,923449625,26/7/2003,19,Inactivo,Gratuidad,Casado/a,a6eec9b6-74f4-11ed-8c78-0242ac1c000c
4584,487539463,Reina Etelvina,Carvajal Sans,reina.carvajal@hotmail.com,F,933364760,19/3/1982,40,Inactivo,Sin gratuidad,Soltero/a,a6eecb00-74f4-11ed-8c78-0242ac1c000c
4585,2056175139,Ana Belén María,Aranda Verdú,ana belén.aranda@hotmail.com,F,943390174,25/6/1987,35,Activo,Perdida gratuidad temporal,Casado/a,a6eecbdc-74f4-11ed-8c78-0242ac1c000c
4586,1673441382,Leandro David,Laguna Verdú,leandro.laguna@hotmail.com,M,992793652,2/5/1997,25,Inactivo,Gratuidad,Casado/a,a6eecc86-74f4-11ed-8c78-0242ac1c000c
4587,1527056858,Bautista Chus,Grande Bello,bautista.grande@hotmail.com,M,905200766,11/7/1999,23,Activo,Perdida gratuidad temporal,Soltero/a,a6eecd26-74f4-11ed-8c78-0242ac1c000c
4588,2397525741,Vera Flavia,Valderrama Múñiz,vera.valderrama@hotmail.com,F,954143690,26/3/1992,30,Activo,Perdida gratuidad temporal,Casado/a,a6eecdd0-74f4-11ed-8c78-0242ac1c000c
4589,1812272273,Benigna Lupe,Guzmán Posada,benigna.guzmán@hotmail.com,F,927455042,24/6/2000,22,Activo,Gratuidad,Union Libre,a6eece7a-74f4-11ed-8c78-0242ac1c000c
4590,1867376184,Felicia Adelaida,Torrijos Barral,felicia.torrijos@hotmail.com,F,968355061,5/4/1990,32,Inactivo,Perdida gratuidad temporal,Viudo/a,a6eecf1a-74f4-11ed-8c78-0242ac1c000c
4591,2484022994,Salomé Mayte,Camino Crespi,salomé.camino@hotmail.com,F,928165332,30/1/1997,25,Activo,Perdida gratuidad temporal,Divorciado,a6eecfc4-74f4-11ed-8c78-0242ac1c000c
4592,339927156,Almudena Lucila,Raya Rosselló,almudena.raya@hotmail.com,F,905801591,5/11/1996,26,Inactivo,Sin gratuidad,Casado/a,a6eed06e-74f4-11ed-8c78-0242ac1c000c
4593,990874767,Encarnación Gisela,Calvo Mármol,encarnación.calvo@hotmail.com,F,948207528,5/7/1998,24,Inactivo,Sin gratuidad,Viudo/a,a6eed17c-74f4-11ed-8c78-0242ac1c000c
4594,1520007512,Dulce Ariadna,Adán Roig,dulce.adán@hotmail.com,F,958856976,18/12/1980,41,Activo,Gratuidad,Divorciado,a6eed226-74f4-11ed-8c78-0242ac1c000c
4595,1819254283,Zoraida Custodia,Escalona Alcolea,zoraida.escalona@hotmail.com,F,981363946,24/7/2003,19,Activo,Gratuidad,Viudo/a,a6eed2d0-74f4-11ed-8c78-0242ac1c000c
4596,1142939621,Iván Fabricio,Alcántara Nebot,iván.alcántara@hotmail.com,M,972747853,30/4/1984,38,Activo,Gratuidad,Soltero/a,a6eed370-74f4-11ed-8c78-0242ac1c000c
4597,1369268907,Eli Alicia,Morillo Río,eli.morillo@hotmail.com,F,995385078,18/5/2000,22,Inactivo,Sin gratuidad,Union Libre,a6eed41a-74f4-11ed-8c78-0242ac1c000c
4598,1864543374,Jacobo Amor,Piñol Ponce,jacobo.piñol@hotmail.com,M,972390941,25/10/1985,37,Inactivo,Perdida gratuidad temporal,Soltero/a,a6eed4c4-74f4-11ed-8c78-0242ac1c000c
4599,767386038,Nieves Paulina,Lara Leon,nieves.lara@hotmail.com,F,919540581,22/7/2003,19,Inactivo,Sin gratuidad,Viudo/a,a6eed564-74f4-11ed-8c78-0242ac1c000c
4600,1669049392,Miguel Curro,Somoza Pla,miguel.somoza@hotmail.com,M,908727739,3/4/1993,29,Activo,Perdida gratuidad temporal,Divorciado,a6eed618-74f4-11ed-8c78-0242ac1c000c
